"","Estimate","Est.Error","Q2.5","Q97.5","Treebank"
"lowerAsymptote_Intercept67",0.114340327823886,0.0084963498771069,0.097412862112286,0.130866555025554,"UD_Danish-DDT"
"growthRate_Intercept67",0.00147035576386811,4.956531930112e-05,0.00137656154977154,0.00157192875381883,"UD_Danish-DDT"
"delta_Intercept67",0.425125475642456,0.00762327803687024,0.41030836961155,0.440086965862618,"UD_Danish-DDT"
"upperAsymptote_Intercept68",0.902752449700544,0.00105240578686991,0.90073479923752,0.904893031569913,"UD_Turkish-IMST"
"lowerAsymptote_Intercept68",0.444193460390165,0.00263196654318787,0.439073682691872,0.449310613724377,"UD_Turkish-IMST"
"growthRate_Intercept68",0.000501842477496454,7.57099227651658e-06,0.000487086781563053,0.000516996209941273,"UD_Turkish-IMST"
"delta_Intercept68",0.484522376588664,0.00548952860564458,0.473792538088146,0.495220539138688,"UD_Turkish-IMST"
"upperAsymptote_Intercept69",0.97072217364347,0.00021829035931341,0.97029596684472,0.971145396778992,"UD_Czech-CAC"
"lowerAsymptote_Intercept69",0.337840051379953,0.00332749721608191,0.331346655304208,0.344449743545116,"UD_Czech-CAC"
"growthRate_Intercept69",0.0010455959415262,1.53258060634966e-05,0.0010160308596408,0.00107539596466327,"UD_Czech-CAC"
"delta_Intercept69",0.475137711649936,0.00371814546387459,0.467775724126897,0.482642059123296,"UD_Czech-CAC"
"upperAsymptote_Intercept70",0.967636802127838,0.00651134411577168,0.953879844413485,0.971832720785629,"UD_Bulgarian-BTB"
"lowerAsymptote_Intercept70",0.0610224462388252,0.0184129256785991,0.0226447307646376,0.113506899012063,"UD_Bulgarian-BTB"
"growthRate_Intercept70",1.24817827837718,2.57807815526762,0.00266499952068498,8.87201032725944,"UD_Bulgarian-BTB"
"delta_Intercept70",1.57110197697006,2.54781070694129,0.351321991571786,9.13284567831257,"UD_Bulgarian-BTB"
"upperAsymptote_Intercept71",0.986760487169933,0.00168701496378443,0.981325970681214,0.98797553428387,"UD_English-Atis"
"lowerAsymptote_Intercept71",0.204102300274979,0.0230543016630045,0.173259758450622,0.254391593646077,"UD_English-Atis"
"growthRate_Intercept71",0.471738131413807,1.71021777808996,0.00276796274193385,7.238239426128,"UD_English-Atis"
"delta_Intercept71",2.67401298321183,3.45916257412298,0.846333685594319,9.98273571785029,"UD_English-Atis"
"upperAsymptote_Intercept72",0.939682642007974,0.000459314907489075,0.938778032901706,0.940588506639936,"UD_Irish-IDT"
"lowerAsymptote_Intercept72",0.305788818505844,0.00363414856279795,0.298523573160459,0.312932069009723,"UD_Irish-IDT"
"growthRate_Intercept72",0.00127721361438332,2.65941454047283e-05,0.00122617502632567,0.00133129014217007,"UD_Irish-IDT"
"delta_Intercept72",0.35340726412285,0.00326535451006041,0.346972247129936,0.359811284374974,"UD_Irish-IDT"
"upperAsymptote_Intercept73",0.926857408771174,0.000785743404148796,0.925344466196069,0.928409542234777,"UD_Hebrew-IAHLTwiki"
"lowerAsymptote_Intercept73",0.0581454526433575,0.00358497057941474,0.051164374235603,0.0652032671758404,"UD_Hebrew-IAHLTwiki"
"growthRate_Intercept73",0.00445408898177494,0.000116385506142104,0.00423371512040488,0.0046899590463809,"UD_Hebrew-IAHLTwiki"
"delta_Intercept73",0.261491195938862,0.00277687987894633,0.256030518311887,0.266838599145988,"UD_Hebrew-IAHLTwiki"
"upperAsymptote_Intercept74",0.920773907857597,0.000656357563892287,0.919547121724949,0.922097885520508,"UD_Urdu-UDTB"
"lowerAsymptote_Intercept74",0.126536928350874,0.00558607877105971,0.115730613555837,0.137823665628106,"UD_Urdu-UDTB"
"growthRate_Intercept74",0.00242503802025511,7.67792759459636e-05,0.00227984757877236,0.00258103906699967,"UD_Urdu-UDTB"
"delta_Intercept74",0.314614392046365,0.00405017971417249,0.306611295291128,0.322572576264559,"UD_Urdu-UDTB"
"upperAsymptote_Intercept75",0.932860828217373,0.000319035226794158,0.932228158356902,0.933471827306185,"UD_Latvian-LVTB"
"lowerAsymptote_Intercept75",0.137713308677228,0.00262658732491661,0.132590475358775,0.142905771262264,"UD_Latvian-LVTB"
"growthRate_Intercept75",0.00096527266145822,1.07304418289463e-05,0.000944562061603888,0.000986656296982042,"UD_Latvian-LVTB"
"delta_Intercept75",0.364283981107369,0.00180030573441931,0.36071657615756,0.367879024792379,"UD_Latvian-LVTB"
"upperAsymptote_Intercept76",0.939783613783342,0.000505781372603757,0.938817590419336,0.940793654516865,"UD_Ukrainian-IU"
"lowerAsymptote_Intercept76",0.0737940377897975,0.00450999189436833,0.0651927254654854,0.0828988315693596,"UD_Ukrainian-IU"
"growthRate_Intercept76",0.00223730775701594,4.85355876079145e-05,0.00214362368656067,0.00233487128538989,"UD_Ukrainian-IU"
"delta_Intercept76",0.351673825144496,0.00342085556367262,0.345017725271151,0.358358781997579,"UD_Ukrainian-IU"
"upperAsymptote_Intercept77",0.832053734210863,0.0022284349595452,0.82783590615959,0.836520447437611,"UD_Vietnamese-VTB"
"lowerAsymptote_Intercept77",0.27497241719368,0.00711232541959526,0.261193804495586,0.288767105542065,"UD_Vietnamese-VTB"
"growthRate_Intercept77",0.000900384965372987,2.93140042241071e-05,0.00084425872445093,0.000958233162295839,"UD_Vietnamese-VTB"
"delta_Intercept77",0.552724272283584,0.0144809609469882,0.525349554971533,0.581642021899432,"UD_Vietnamese-VTB"
"upperAsymptote_Intercept78",0.973742898011389,0.000214071575681931,0.97332961879055,0.974171532710846,"UD_Czech-PDT"
"lowerAsymptote_Intercept78",0.0942746277503744,0.00250280647602633,0.0893467190369088,0.0992130144702803,"UD_Czech-PDT"
"growthRate_Intercept78",0.000838777464944339,7.0381252481157e-06,0.000824871417887891,0.000852590002295735,"UD_Czech-PDT"
"delta_Intercept78",0.429593626893387,0.00170405783654372,0.426264924777497,0.432953595369632,"UD_Czech-PDT"
"upperAsymptote_Intercept79",0.904909103961715,0.000789089668657324,0.903356046484803,0.906487445176361,"UD_Russian-Poetry"
"lowerAsymptote_Intercept79",0.0592230870885639,0.00441381334736322,0.050530359583466,0.0678375947423349,"UD_Russian-Poetry"
"growthRate_Intercept79",0.00289879032066736,6.85266590421859e-05,0.00276704251534173,0.00303358358558202,"UD_Russian-Poetry"
"delta_Intercept79",0.382586379759613,0.00505500360969801,0.372767275013577,0.392575937819934,"UD_Russian-Poetry"
"upperAsymptote_Intercept80",0.936535687875169,0.000457984859416208,0.935650810710829,0.937454123739707,"UD_Icelandic-Modern"
"lowerAsymptote_Intercept80",0.232174013080641,0.00403748658635012,0.224213395118134,0.240171211937044,"UD_Icelandic-Modern"
"growthRate_Intercept80",0.00143668039198108,2.67850255545885e-05,0.00138551607817132,0.00148884785681355,"UD_Icelandic-Modern"
"delta_Intercept80",0.429675769576593,0.0042629056286693,0.421506052989258,0.438221228863405,"UD_Icelandic-Modern"
"upperAsymptote_Intercept81",0.939518355842784,0.000219041369904235,0.939099854646431,0.939958978730328,"UD_Spanish-GSD"
"lowerAsymptote_Intercept81",0.145723176938304,0.00218672877964228,0.141454232672136,0.149884692459484,"UD_Spanish-GSD"
"growthRate_Intercept81",0.00403293858787763,6.30360155117474e-05,0.00391192588468621,0.00416278178266428,"UD_Spanish-GSD"
"delta_Intercept81",0.30049302781765,0.00171300584411386,0.29711203701034,0.303841179810793,"UD_Spanish-GSD"
"upperAsymptote_Intercept82",0.944091521866844,0.00113854329239281,0.941922435483296,0.946388759708227,"UD_Arabic-PADT"
"lowerAsymptote_Intercept82",0.0115385343291583,0.00903584605898729,0.000456334091422104,0.0333247318253306,"UD_Arabic-PADT"
"growthRate_Intercept82",0.00210346774821709,0.000116614622446404,0.00188418499771427,0.00234270124588427,"UD_Arabic-PADT"
"delta_Intercept82",0.396779726046494,0.012357129251585,0.373325411012772,0.421671750122654,"UD_Arabic-PADT"
