Description,Time,Values
UD_Afrikaans-AfriBooms,0,0.7380355208096518
UD_Afrikaans-AfriBooms,250,0.7866243722165965
UD_Afrikaans-AfriBooms,500,0.8240524564460794
UD_Afrikaans-AfriBooms,750,0.8400596488553442
UD_Afrikaans-AfriBooms,1000,0.8489946377491283
UD_Afrikaans-AfriBooms,1250,0.8558013710692134
UD_Afrikaans-AfriBooms,1500,0.8624275846425538
UD_Afrikaans-AfriBooms,1750,0.8747792658404695
UD_Afrikaans-AfriBooms,2000,0.8753130577238211
UD_Afrikaans-AfriBooms,2250,0.8807650914930627
UD_Afrikaans-AfriBooms,2500,0.8879738581395507
UD_Afrikaans-AfriBooms,2750,0.8902494637073732
UD_Afrikaans-AfriBooms,3000,0.8953675482181891
UD_Afrikaans-AfriBooms,3250,0.8974412245255197
UD_Afrikaans-AfriBooms,3500,0.8992997024901337
UD_Afrikaans-AfriBooms,3750,0.9023601257923431
UD_Afrikaans-AfriBooms,4000,0.9078045963117743
UD_Afrikaans-AfriBooms,4250,0.9112816704528562
UD_Afrikaans-AfriBooms,4500,0.9129839015099732
UD_Afrikaans-AfriBooms,4750,0.914445615506027
UD_Afrikaans-AfriBooms,5000,0.9140042077069104
UD_Afrikaans-AfriBooms,5250,0.9170550107132718
UD_Afrikaans-AfriBooms,5500,0.9177864787882506
UD_Afrikaans-AfriBooms,5750,0.9189486431112568
UD_Afrikaans-AfriBooms,6000,0.9205626418636086
UD_Afrikaans-AfriBooms,6250,0.9208178216163316
UD_Afrikaans-AfriBooms,6500,0.92305164729477
UD_Afrikaans-AfriBooms,6750,0.923074871157132
UD_Afrikaans-AfriBooms,7000,0.9255471977934194
UD_Afrikaans-AfriBooms,7250,0.92782017474227
UD_Afrikaans-AfriBooms,7500,0.9276326466594608
UD_Afrikaans-AfriBooms,7750,0.9273444078482104
UD_Afrikaans-AfriBooms,8000,0.929269843629448
UD_Afrikaans-AfriBooms,8250,0.9293179388828762
UD_Afrikaans-AfriBooms,8500,0.931999474808159
UD_Afrikaans-AfriBooms,8750,0.9326107292559734
UD_Afrikaans-AfriBooms,9000,0.932343057850654
UD_Afrikaans-AfriBooms,9250,0.93284313817222
UD_Afrikaans-AfriBooms,9500,0.9324281640399794
UD_Afrikaans-AfriBooms,9750,0.9319150971558277
UD_Afrikaans-AfriBooms,10000,0.9321007372580752
UD_Afrikaans-AfriBooms,10250,0.9321043276768964
UD_Afrikaans-AfriBooms,10500,0.933536653933258
UD_Afrikaans-AfriBooms,10750,0.9341081961045146
UD_Afrikaans-AfriBooms,11000,0.9344645639568628
UD_Afrikaans-AfriBooms,11250,0.9344616959452764
UD_Afrikaans-AfriBooms,11500,0.93527633262058
UD_Afrikaans-AfriBooms,11750,0.93509999107067
UD_Afrikaans-AfriBooms,12000,0.9353801484954176
UD_Afrikaans-AfriBooms,12250,0.9360529545343466
UD_Afrikaans-AfriBooms,12500,0.936865623562716
UD_Afrikaans-AfriBooms,12750,0.937668233900782
UD_Afrikaans-AfriBooms,13000,0.9387505121358558
UD_Afrikaans-AfriBooms,13250,0.939519436023278
UD_Afrikaans-AfriBooms,13500,0.9381380996803436
UD_Afrikaans-AfriBooms,13750,0.9411251331681302
UD_Afrikaans-AfriBooms,14000,0.9421102263015256
UD_Afrikaans-AfriBooms,14250,0.9425321700424254
UD_Afrikaans-AfriBooms,14500,0.942622746756519
UD_Afrikaans-AfriBooms,14750,0.9433871183043296
UD_Afrikaans-AfriBooms,15000,0.9421186088569272
UD_Afrikaans-AfriBooms,15250,0.9427350624600408
UD_Afrikaans-AfriBooms,15500,0.9427631388237082
UD_Afrikaans-AfriBooms,15750,0.9436370074913268
UD_Afrikaans-AfriBooms,16000,0.943402117672802
UD_Afrikaans-AfriBooms,16250,0.9441189953725376
UD_Afrikaans-AfriBooms,16500,0.942976461136173
UD_Afrikaans-AfriBooms,16750,0.9445288527374648
UD_Afrikaans-AfriBooms,17000,0.9433408967644824
UD_Afrikaans-AfriBooms,17250,0.944161910435357
UD_Afrikaans-AfriBooms,17500,0.9448206797552592
UD_Afrikaans-AfriBooms,17750,0.9448872916378934
UD_Afrikaans-AfriBooms,18000,0.9443652711983505
UD_Afrikaans-AfriBooms,18250,0.9459354655979364
UD_Afrikaans-AfriBooms,18500,0.9449043838344796
UD_Afrikaans-AfriBooms,18750,0.9459413954549786
UD_Afrikaans-AfriBooms,19000,0.9460525154605004
UD_Afrikaans-AfriBooms,19250,0.9465100403359522
UD_Afrikaans-AfriBooms,19500,0.9457217369850862
UD_Afrikaans-AfriBooms,19750,0.9467623362495592
UD_Afrikaans-AfriBooms,20000,0.9469136459578958
UD_Afrikaans-AfriBooms,20250,0.946513060292528
UD_Afrikaans-AfriBooms,20500,0.9468440585259013
UD_Afrikaans-AfriBooms,20750,0.9461594396605584
UD_Afrikaans-AfriBooms,21000,0.9454919166378912
UD_Afrikaans-AfriBooms,21250,0.9465816870522584
UD_Afrikaans-AfriBooms,21500,0.9472877273199594
UD_Afrikaans-AfriBooms,21750,0.9458803855372444
UD_Afrikaans-AfriBooms,22000,0.9470904791318404
UD_Afrikaans-AfriBooms,22250,0.947213018972758
UD_Afrikaans-AfriBooms,22500,0.9479099604233968
UD_Afrikaans-AfriBooms,22750,0.9475784530024506
UD_Afrikaans-AfriBooms,23000,0.9474359646585518
UD_Afrikaans-AfriBooms,23250,0.9479330965418308
UD_Afrikaans-AfriBooms,23500,0.9471197568606232
UD_Afrikaans-AfriBooms,23750,0.9472234218246142
UD_Afrikaans-AfriBooms,24000,0.9475381591001372
UD_Afrikaans-AfriBooms,24250,0.9481891472371008
UD_Afrikaans-AfriBooms,24500,0.947178356748475
UD_Afrikaans-AfriBooms,24750,0.9483575775845668
UD_Afrikaans-AfriBooms,25000,0.9485961957733338
UD_Afrikaans-AfriBooms,25250,0.9482030543173314
UD_Afrikaans-AfriBooms,25500,0.9496619425632632
UD_Afrikaans-AfriBooms,25750,0.948752900266562
UD_Afrikaans-AfriBooms,26000,0.9490178016582336
UD_Afrikaans-AfriBooms,26250,0.9477723738383496
UD_Afrikaans-AfriBooms,26500,0.9472732430948712
UD_Afrikaans-AfriBooms,26750,0.9476091729108536
UD_Afrikaans-AfriBooms,27000,0.9481893401418566
UD_Afrikaans-AfriBooms,27250,0.947676468825822
UD_Afrikaans-AfriBooms,27500,0.9467073593750878
UD_Afrikaans-AfriBooms,27750,0.9492849795367432
UD_Afrikaans-AfriBooms,28000,0.9486807955890956
UD_Afrikaans-AfriBooms,28250,0.9494248267669136
UD_Afrikaans-AfriBooms,28500,0.9485432322378556
UD_Afrikaans-AfriBooms,28750,0.9496720906254124
UD_Afrikaans-AfriBooms,29000,0.9489821796714788
UD_Afrikaans-AfriBooms,29250,0.9483797671910318
UD_Afrikaans-AfriBooms,29500,0.9492425127767938
UD_Afrikaans-AfriBooms,29750,0.9497299363038688
UD_Afrikaans-AfriBooms,30000,0.9488603956686504
UD_Afrikaans-AfriBooms,30250,0.9484013369173055
UD_Afrikaans-AfriBooms,30500,0.9492289122215112
UD_Afrikaans-AfriBooms,30750,0.9490511444828512
UD_Afrikaans-AfriBooms,31000,0.949428824878947
UD_Afrikaans-AfriBooms,31250,0.9496604873783744
UD_Hebrew-HTB,0,0.5587387236358002
UD_Hebrew-HTB,250,0.7011892445514004
UD_Hebrew-HTB,500,0.7456506541349457
UD_Hebrew-HTB,750,0.7578537337288086
UD_Hebrew-HTB,1000,0.774861850947916
UD_Hebrew-HTB,1250,0.7811015976595752
UD_Hebrew-HTB,1500,0.7884056683202921
UD_Hebrew-HTB,1750,0.794604091464837
UD_Hebrew-HTB,2000,0.8073571647619232
UD_Hebrew-HTB,2250,0.813651701274094
UD_Hebrew-HTB,2500,0.8160755655218926
UD_Hebrew-HTB,2750,0.8237893999662366
UD_Hebrew-HTB,3000,0.8310809878683613
UD_Hebrew-HTB,3250,0.8320950738624181
UD_Hebrew-HTB,3500,0.837850895225166
UD_Hebrew-HTB,3750,0.840689029108623
UD_Hebrew-HTB,4000,0.8435634523894072
UD_Hebrew-HTB,4250,0.842113704043676
UD_Hebrew-HTB,4500,0.8454332202563053
UD_Hebrew-HTB,4750,0.8449739435767699
UD_Hebrew-HTB,5000,0.8505145963116078
UD_Hebrew-HTB,5250,0.8500750885010334
UD_Hebrew-HTB,5500,0.8524675321100824
UD_Hebrew-HTB,5750,0.8539605422871189
UD_Hebrew-HTB,6000,0.8551720193669342
UD_Hebrew-HTB,6250,0.8592777365772187
UD_Hebrew-HTB,6500,0.8602267885820838
UD_Hebrew-HTB,6750,0.862789914333822
UD_Hebrew-HTB,7000,0.8645039652309086
UD_Hebrew-HTB,7250,0.8663102641261339
UD_Hebrew-HTB,7500,0.8673904764098622
UD_Hebrew-HTB,7750,0.8689087420477659
UD_Hebrew-HTB,8000,0.8706952581617801
UD_Hebrew-HTB,8250,0.8705623155086561
UD_Hebrew-HTB,8500,0.8736005141983085
UD_Hebrew-HTB,8750,0.8750369562502446
UD_Hebrew-HTB,9000,0.8763365460856327
UD_Hebrew-HTB,9250,0.8760251758204713
UD_Hebrew-HTB,9500,0.8776719550512919
UD_Hebrew-HTB,9750,0.8791425503913839
UD_Hebrew-HTB,10000,0.8811768664584614
UD_Hebrew-HTB,10250,0.8835961261749676
UD_Hebrew-HTB,10500,0.8841746090908545
UD_Hebrew-HTB,10750,0.8840891119523134
UD_Hebrew-HTB,11000,0.8866946157005745
UD_Hebrew-HTB,11250,0.8884623004373086
UD_Hebrew-HTB,11500,0.8874692473700475
UD_Hebrew-HTB,11750,0.8903336164504079
UD_Hebrew-HTB,12000,0.890780639053249
UD_Hebrew-HTB,12250,0.8906407282537049
UD_Hebrew-HTB,12500,0.8926413534570736
UD_Hebrew-HTB,12750,0.8910554147113597
UD_Hebrew-HTB,13000,0.8914813396756488
UD_Hebrew-HTB,13250,0.8933884600119743
UD_Hebrew-HTB,13500,0.8927419630728805
UD_Hebrew-HTB,13750,0.8940398166655218
UD_Hebrew-HTB,14000,0.8939765743685258
UD_Hebrew-HTB,14250,0.8940489476053424
UD_Hebrew-HTB,14500,0.8971449309769262
UD_Hebrew-HTB,14750,0.8975174702028719
UD_Hebrew-HTB,15000,0.8974656678792182
UD_Hebrew-HTB,15250,0.8965638161212564
UD_Hebrew-HTB,15500,0.8980750048078405
UD_Hebrew-HTB,15750,0.8980754318320111
UD_Hebrew-HTB,16000,0.8987075313651565
UD_Hebrew-HTB,16250,0.8996111049127993
UD_Hebrew-HTB,16500,0.8999919182870151
UD_Hebrew-HTB,16750,0.8987352079765593
UD_Hebrew-HTB,17000,0.898761430855473
UD_Hebrew-HTB,17250,0.900251487085712
UD_Hebrew-HTB,17500,0.8992852496138425
UD_Hebrew-HTB,17750,0.9012636909068914
UD_Hebrew-HTB,18000,0.900026350392223
UD_Hebrew-HTB,18250,0.9025135932277136
UD_Hebrew-HTB,18500,0.9037964748226592
UD_Hebrew-HTB,18750,0.9048802856953334
UD_Hebrew-HTB,19000,0.9037375869090222
UD_Hebrew-HTB,19250,0.9024525337626522
UD_Hebrew-HTB,19500,0.9046829405501294
UD_Hebrew-HTB,19750,0.9045089405154416
UD_Hebrew-HTB,20000,0.9036726090956376
UD_Hebrew-HTB,20250,0.9047119715330304
UD_Hebrew-HTB,20500,0.9042103684992636
UD_Hebrew-HTB,20750,0.9055439926930346
UD_Hebrew-HTB,21000,0.906787865799507
UD_Hebrew-HTB,21250,0.9039819674988524
UD_Hebrew-HTB,21500,0.9055687530605844
UD_Hebrew-HTB,21750,0.9070484062485532
UD_Hebrew-HTB,22000,0.9085360555419338
UD_Hebrew-HTB,22250,0.9080425726660952
UD_Hebrew-HTB,22500,0.9094624811884756
UD_Hebrew-HTB,22750,0.9095568193740028
UD_Hebrew-HTB,23000,0.9115568874765064
UD_Hebrew-HTB,23250,0.9110158701698784
UD_Hebrew-HTB,23500,0.9112088756073186
UD_Hebrew-HTB,23750,0.9118332682565028
UD_Hebrew-HTB,24000,0.9126392643809608
UD_Hebrew-HTB,24250,0.9127863480633298
UD_Hebrew-HTB,24500,0.9120343462812132
UD_Hebrew-HTB,24750,0.9130462635192288
UD_Hebrew-HTB,25000,0.9138444453533604
UD_Hebrew-HTB,25250,0.9127858188212976
UD_Hebrew-HTB,25500,0.91442147826122
UD_Hebrew-HTB,25750,0.9130084681336644
UD_Hebrew-HTB,26000,0.9122504809292388
UD_Hebrew-HTB,26250,0.913140065997584
UD_Hebrew-HTB,26500,0.912173128780546
UD_Hebrew-HTB,26750,0.9124585201307772
UD_Hebrew-HTB,27000,0.911666015012116
UD_Hebrew-HTB,27250,0.9127959958312162
UD_Hebrew-HTB,27500,0.9119736179893791
UD_Hebrew-HTB,27750,0.9130336970704532
UD_Hebrew-HTB,28000,0.9132272496932994
UD_Hebrew-HTB,28250,0.9130485821985008
