Description,Time,Values
UD_Hebrew-HTB,28500,0.915601664645382
UD_Hebrew-HTB,28750,0.9154713414917676
UD_Hebrew-HTB,29000,0.916401448991461
UD_Hebrew-HTB,29250,0.9178785646037388
UD_Hebrew-HTB,29500,0.9152317643328616
UD_Hebrew-HTB,29750,0.9166943874789644
UD_Hebrew-HTB,30000,0.9175052305590709
UD_Hebrew-HTB,30250,0.9173162116368468
UD_Hebrew-HTB,30500,0.9190638422706884
UD_Hebrew-HTB,30750,0.9174870837653528
UD_Hebrew-HTB,31000,0.9176494147548788
UD_Hebrew-HTB,31250,0.9175151401144392
UD_Hebrew-HTB,31500,0.9195960795674828
UD_Hebrew-HTB,31750,0.9181382851425508
UD_Hebrew-HTB,32000,0.9178414713671822
UD_Hebrew-HTB,32250,0.9176096772648732
UD_Hebrew-HTB,32500,0.9185073178398656
UD_Hebrew-HTB,32750,0.9180040538422514
UD_Hebrew-HTB,33000,0.9174899613386296
UD_Hebrew-HTB,33250,0.9173351684415396
UD_Hebrew-HTB,33500,0.9193150809659134
UD_Hebrew-HTB,33750,0.9181136021477908
UD_Hebrew-HTB,34000,0.9184363607759396
UD_Hebrew-HTB,34250,0.9191305770590928
UD_Hebrew-HTB,34500,0.918589070962076
UD_Hebrew-HTB,34750,0.9192379298569684
UD_Hebrew-HTB,35000,0.9216547781144496
UD_Hebrew-HTB,35250,0.9213785282058864
UD_Hebrew-HTB,35500,0.9217090090420206
UD_Hebrew-HTB,35750,0.9228668614348446
UD_Hebrew-HTB,36000,0.9224530956553147
UD_Hebrew-HTB,36250,0.9224752490131224
UD_Hebrew-HTB,36500,0.9231897107353332
UD_Hebrew-HTB,36750,0.9227572765316469
UD_Hebrew-HTB,37000,0.9232538351939074
UD_Hebrew-HTB,37250,0.9232732333098392
UD_Hebrew-HTB,37500,0.9230275773890536
UD_Hebrew-HTB,37750,0.9235358343888914
UD_Hebrew-HTB,38000,0.923110950836769
UD_Hebrew-HTB,38250,0.9233587281399568
UD_Hebrew-HTB,38500,0.9227828534269312
UD_Hebrew-HTB,38750,0.9235588747480208
UD_Hebrew-HTB,39000,0.9228163865913684
UD_Hebrew-HTB,39250,0.9233955510734312
UD_Hebrew-HTB,39500,0.923788606662878
UD_Hebrew-HTB,39750,0.9239638246103862
UD_Hebrew-HTB,40000,0.924253303847398
UD_Hebrew-HTB,40250,0.924790249079053
UD_Hebrew-HTB,40500,0.9245179911679235
UD_Hebrew-HTB,40750,0.923995443943358
UD_Hebrew-HTB,41000,0.92385558369516
UD_Hebrew-HTB,41250,0.9251745656766864
UD_Hebrew-HTB,41500,0.9235881908733448
UD_Hebrew-HTB,41750,0.9248579534604958
UD_Hebrew-HTB,42000,0.9252186656676994
UD_Hebrew-HTB,42250,0.9245685394948446
UD_Hebrew-HTB,42500,0.9249662864654866
UD_Hebrew-HTB,42750,0.9253369296519331
UD_Hebrew-HTB,43000,0.9256654927829182
UD_Hebrew-HTB,43250,0.926502825686106
UD_Hebrew-HTB,43500,0.9255725794898728
UD_Hebrew-HTB,43750,0.9251130731778586
UD_Hebrew-HTB,44000,0.9251557477083744
UD_Hebrew-HTB,44250,0.9263102972317742
UD_Hebrew-HTB,44500,0.9254803563526848
UD_Hebrew-HTB,44750,0.92649593019087
UD_Hebrew-HTB,45000,0.9264057951326996
UD_Hebrew-HTB,45250,0.92747401647995
UD_Hebrew-HTB,45500,0.9281534541125585
UD_Hebrew-HTB,45750,0.9281862840539126
UD_Hebrew-HTB,46000,0.9275403348034708
UD_Hebrew-HTB,46250,0.9282664593977696
UD_Hebrew-HTB,46500,0.9293298511339376
UD_Hebrew-HTB,46750,0.9284228126006744
UD_Hebrew-HTB,47000,0.9283833110995848
UD_Hebrew-HTB,47250,0.9292258427832611
UD_Hebrew-HTB,47500,0.9305530878894608
UD_Hebrew-HTB,47750,0.9290846909152092
UD_Hebrew-HTB,48000,0.929967065906853
UD_Hebrew-HTB,48250,0.9295159158407988
UD_Hebrew-HTB,48500,0.9291459308404382
UD_Hebrew-HTB,48750,0.9288553366004494
UD_Hebrew-HTB,49000,0.9305564523245335
UD_Hebrew-HTB,49250,0.931017216793228
UD_Hebrew-HTB,49500,0.929914410767748
UD_Hebrew-HTB,49750,0.929985757332136
UD_Hebrew-HTB,50000,0.9296933899975428
UD_Hebrew-HTB,50250,0.9300216862942198
UD_Hebrew-HTB,50500,0.9294150838363772
UD_Hebrew-HTB,50750,0.9308472509734056
UD_Hebrew-HTB,51000,0.9315560645212392
UD_Hebrew-HTB,51250,0.9315813417908696
UD_Hebrew-HTB,51500,0.9315198008365676
UD_Hebrew-HTB,51750,0.9300983209144924
UD_Hebrew-HTB,52000,0.9311050042096723
UD_Hebrew-HTB,52250,0.9317828555246256
UD_Hebrew-HTB,52500,0.9321577606830284
UD_Hebrew-HTB,52750,0.9312774901693476
UD_Hebrew-HTB,53000,0.9316613587006914
UD_Hebrew-HTB,53250,0.932519704324254
UD_Hebrew-HTB,53500,0.9310224927468363
UD_Hebrew-HTB,53750,0.9332770541569833
UD_Hebrew-HTB,54000,0.9323697135131148
UD_Hebrew-HTB,54250,0.93290933538756
UD_Hebrew-HTB,54500,0.9326453216185528
UD_Hebrew-HTB,54750,0.9329356342002152
UD_Hebrew-HTB,55000,0.9325502315442704
UD_Hebrew-HTB,55250,0.9337071047852948
UD_Hebrew-HTB,55500,0.9325978871402988
UD_Hebrew-HTB,55750,0.9327775214013372
UD_Hebrew-HTB,56000,0.932600958208258
UD_Hebrew-HTB,56250,0.9333321253827156
UD_Hebrew-HTB,56500,0.9332378427607044
UD_Hebrew-HTB,56750,0.9324136171729016
UD_Hebrew-HTB,57000,0.9327441751276948
UD_Hebrew-HTB,57250,0.9318657683863004
UD_Hebrew-HTB,57500,0.9325408922484892
UD_Hebrew-HTB,57750,0.933183877670115
UD_Hebrew-HTB,58000,0.9333254980502976
UD_Hebrew-HTB,58250,0.9328855010501028
UD_Hebrew-HTB,58500,0.9333268795133128
UD_Hebrew-HTB,58750,0.9342230252137508
UD_Hebrew-HTB,59000,0.9339856769322432
UD_Hebrew-HTB,59250,0.9334309263350112
UD_Hebrew-HTB,59500,0.9336577555047691
UD_Hebrew-HTB,59750,0.9329706346168354
UD_Hebrew-HTB,60000,0.9335265381742148
UD_Hebrew-HTB,60250,0.933468345597647
UD_Hebrew-HTB,60500,0.9344195551990984
UD_Hebrew-HTB,60750,0.9338783753553168
UD_Hebrew-HTB,61000,0.9339620237837208
UD_Hebrew-HTB,61250,0.9344271855962694
UD_Hebrew-HTB,61500,0.9345872694020924
UD_Hebrew-HTB,61750,0.9346041541776312
UD_Hebrew-HTB,62000,0.9349622358459226
UD_Hebrew-HTB,62250,0.9357922821628732
UD_Hebrew-HTB,62500,0.934665356361311
UD_Hebrew-HTB,62750,0.9350452717221344
UD_Hebrew-HTB,63000,0.9339472782810624
UD_Hebrew-HTB,63250,0.9349197652939016
UD_Hebrew-HTB,63500,0.9343720814635432
UD_Hebrew-HTB,63750,0.9350760758561366
UD_Hebrew-HTB,64000,0.934955645183608
UD_Hebrew-HTB,64250,0.9350490459435538
UD_Hebrew-HTB,64500,0.935355383355316
UD_Hebrew-HTB,64750,0.9349586864965892
UD_Hebrew-HTB,65000,0.9346857439878524
UD_Hebrew-HTB,65250,0.9350233721804608
UD_Hebrew-HTB,65500,0.9354992719560172
UD_Hebrew-HTB,65750,0.935489108853682
UD_Hebrew-HTB,66000,0.9355095583778016
UD_Hebrew-HTB,66250,0.9353551490861196
UD_Hebrew-HTB,66500,0.935540882182916
UD_Hebrew-HTB,66750,0.935914093509037
UD_Hebrew-HTB,67000,0.9357366784356902
UD_Hebrew-HTB,67250,0.9364749810923364
UD_Hebrew-HTB,67500,0.9357553160309808
UD_Hebrew-HTB,67750,0.9359523430800752
UD_Hebrew-HTB,68000,0.93579949514566
UD_Hebrew-HTB,68250,0.9366050043283942
UD_Hebrew-HTB,68500,0.9366927484263738
UD_Hebrew-HTB,68750,0.9361740041995146
UD_Hebrew-HTB,69000,0.935789848193162
UD_Hebrew-HTB,69250,0.9371239672615456
UD_Hebrew-HTB,69500,0.937083570882372
UD_Hebrew-HTB,69750,0.9362262311951948
UD_Hebrew-HTB,70000,0.9363800564547752
UD_Hebrew-HTB,70250,0.9358381856495532
UD_Hebrew-HTB,70500,0.9353353320788228
UD_Hebrew-HTB,70750,0.9358501719277124
UD_Hebrew-HTB,71000,0.9358985590336034
UD_Hebrew-HTB,71250,0.9355195912041352
UD_Hebrew-HTB,71500,0.935739829429604
UD_Hebrew-HTB,71750,0.9360504565499508
UD_Hebrew-HTB,72000,0.936388425230118
UD_Hebrew-HTB,72250,0.9364006866797532
UD_Hebrew-HTB,72500,0.9360877887890974
UD_Hebrew-HTB,72750,0.9363260148436944
UD_Hebrew-HTB,73000,0.9370026101365476
UD_Hebrew-HTB,73250,0.9357608087249925
UD_Hebrew-HTB,73500,0.9365519903526538
UD_Hebrew-HTB,73750,0.9369178370837422
UD_Hebrew-HTB,74000,0.9368370117947836
UD_Hebrew-HTB,74250,0.9365999096085468
UD_Hebrew-HTB,74500,0.9356878541684666
UD_Hebrew-HTB,74750,0.9357660536220338
UD_Hebrew-HTB,75000,0.935759254793684
UD_Hebrew-HTB,75250,0.9354202205378828
UD_Hebrew-HTB,75500,0.936398855427882
UD_Hebrew-HTB,75750,0.9354538010702744
UD_Hebrew-HTB,76000,0.9353541678695364
UD_Hebrew-HTB,76250,0.9363264607015754
UD_Hebrew-HTB,76500,0.9357475270476984
UD_Hebrew-HTB,76750,0.9363893426306272
UD_Hebrew-HTB,77000,0.9371581843316592
UD_Hebrew-HTB,77250,0.9366620807265428
UD_Hebrew-HTB,77500,0.936544335959052
UD_Hebrew-HTB,77750,0.9363404430457976
UD_Hebrew-HTB,78000,0.9365743731996842
UD_Hebrew-HTB,78250,0.93727279685984
UD_Hebrew-HTB,78500,0.9370979695327564
UD_Hebrew-HTB,78750,0.9370356644672674
UD_Hebrew-HTB,79000,0.937115563220037
UD_Hebrew-HTB,79250,0.9371281333666128
UD_Hebrew-HTB,79500,0.937168289957997
UD_Hebrew-HTB,79750,0.9367196767833484
UD_Hebrew-HTB,80000,0.9375654109640472
UD_Hebrew-HTB,80250,0.9377113162083864
UD_Hebrew-HTB,80500,0.9381577263693428
UD_Hebrew-HTB,80750,0.937588321021096
UD_Hebrew-HTB,81000,0.9372510855134962
UD_Hebrew-HTB,81250,0.9380006369127948
UD_Hebrew-HTB,81500,0.9379553919210312
UD_Hebrew-HTB,81750,0.9371543426360216
UD_Hebrew-HTB,82000,0.937396967673849
UD_Hebrew-HTB,82250,0.9373268728900642
UD_Hebrew-HTB,82500,0.937197791346396
UD_Hebrew-HTB,82750,0.9375743101006117
UD_Hebrew-HTB,83000,0.9369468634143722
UD_Hebrew-HTB,83250,0.937585212806916
UD_Hebrew-HTB,83500,0.9380068651239796
UD_Hebrew-HTB,83750,0.9373573384292908
UD_Hebrew-HTB,84000,0.9377268096606896
UD_Hebrew-HTB,84250,0.9377683937420582
UD_Hebrew-HTB,84500,0.9386656312107882
UD_Hebrew-HTB,84750,0.9383836966073276
UD_Hebrew-HTB,85000,0.9376369360532156
UD_Hebrew-HTB,85250,0.937482569223098
UD_Hebrew-HTB,85500,0.9376402415552226
UD_Hebrew-HTB,85750,0.937309864445252
UD_Hebrew-HTB,86000,0.9376896249217556
UD_Hebrew-HTB,86250,0.937688663812263
UD_Hebrew-HTB,86500,0.9375253772167764
UD_Hebrew-HTB,86750,0.9370845298508266
UD_Hebrew-HTB,87000,0.9381770714715392
UD_Hebrew-HTB,87250,0.937542302608888
UD_Hebrew-HTB,87500,0.93761739067081
UD_Hebrew-HTB,87750,0.9372455425460268
UD_Hebrew-HTB,88000,0.9388770204809662
UD_Hebrew-HTB,88250,0.9382530904622868
UD_Hebrew-HTB,88500,0.9380686923761352
UD_Hebrew-HTB,88750,0.9383150913550576
UD_Hebrew-HTB,89000,0.9382535373842928
UD_Hebrew-HTB,89250,0.9395461368319016
UD_Hebrew-HTB,89500,0.9378221295524756
UD_Hebrew-HTB,89750,0.9377055350188934
UD_Hebrew-HTB,90000,0.9382756449220124
UD_Hebrew-HTB,90250,0.9380655718659048
UD_Hebrew-HTB,90500,0.9384134767069394
UD_Hebrew-HTB,90750,0.937751802659957
UD_Hebrew-HTB,91000,0.9377977995102846
UD_Hebrew-HTB,91250,0.9383561669432346
UD_Hebrew-HTB,91500,0.9373097950291776
UD_Hebrew-HTB,91750,0.9377486560574196
UD_Hebrew-HTB,92000,0.9384399174550784
UD_Hebrew-HTB,92250,0.9372942494502456
UD_Hebrew-HTB,92500,0.9381146682386364
UD_Hebrew-HTB,92750,0.9378695610884528
UD_Hebrew-HTB,93000,0.9377508109214056
UD_Hebrew-HTB,93250,0.9376735411239162
UD_Hebrew-HTB,93500,0.938054589501419
UD_Hebrew-HTB,93750,0.9368995081522516
UD_Hebrew-HTB,94000,0.9373147883922404
UD_Hebrew-HTB,94250,0.9384773676742276
UD_Hebrew-HTB,94500,0.9389098030286444
UD_Hebrew-HTB,94750,0.9381207930987452
UD_Hebrew-HTB,95000,0.9388872128905194
UD_Hebrew-HTB,95250,0.939418667099892
UD_Hebrew-HTB,95500,0.9392662822534216
UD_Hebrew-HTB,95750,0.9398820291777952
UD_Hebrew-HTB,96000,0.9399274355708472
UD_Hebrew-HTB,96250,0.9403275411223296
UD_Hebrew-HTB,96500,0.9399644927059548
UD_Hebrew-HTB,96750,0.9398369777617768
UD_Hebrew-HTB,97000,0.9397888907405406
UD_Hebrew-HTB,97250,0.939837044191984
UD_Hebrew-HTB,97500,0.9396523250575916
UD_Hebrew-HTB,97750,0.9397277954712472
UD_Hebrew-HTB,98000,0.9399294866426924
UD_Hebrew-HTB,98250,0.9401159038962144
UD_Hebrew-HTB,98500,0.9403512373457196
UD_Hebrew-HTB,98750,0.9395102904812588
UD_Hebrew-HTB,99000,0.9390673186604528
UD_Hebrew-HTB,99250,0.9395465985142712
UD_Hebrew-HTB,99500,0.9405463035397316
UD_Italian-ParTUT,0,0.6631470161639561
UD_Italian-ParTUT,250,0.7603215412254059
UD_Italian-ParTUT,500,0.7925454900909873
UD_Italian-ParTUT,750,0.8133283318488589
UD_Italian-ParTUT,1000,0.8354516158197836
UD_Italian-ParTUT,1250,0.8365383977383313
UD_Italian-ParTUT,1500,0.8352611133401211
UD_Italian-ParTUT,1750,0.8501198507640119
UD_Italian-ParTUT,2000,0.8594724212514372
UD_Italian-ParTUT,2250,0.8667344924227255
UD_Italian-ParTUT,2500,0.8774168547150984
UD_Italian-ParTUT,2750,0.8768611613753393
UD_Italian-ParTUT,3000,0.878420403320776
UD_Italian-ParTUT,3250,0.880626822241761
UD_Italian-ParTUT,3500,0.8874827358712323
UD_Italian-ParTUT,3750,0.8883788139591148
UD_Italian-ParTUT,4000,0.8920719746800676
UD_Italian-ParTUT,4250,0.8953657316598844
