"","Estimate","Est.Error","Q2.5","Q97.5","Treebank"
"lowerAsymptote_Intercept25",0.482217607555403,0.00253637692189824,0.477272690347189,0.487128497064468,"UD_Italian-VIT"
"growthRate_Intercept25",0.00035315549855862,5.71052934345057e-06,0.000341986111189003,0.000364527065675636,"UD_Italian-VIT"
"delta_Intercept25",0.366795877800833,0.00299820281971928,0.360979238837473,0.372712831665875,"UD_Italian-VIT"
"upperAsymptote_Intercept26",0.902786260784178,0.00770565895526788,0.890040743201334,0.920412767957229,"UD_Italian-ParlaMint"
"lowerAsymptote_Intercept26",0.53891618395791,0.00762542253841804,0.52310028938864,0.553930558994066,"UD_Italian-ParlaMint"
"growthRate_Intercept26",0.000938207489847836,7.55267312813954e-05,0.000783131768443676,0.00108388251544186,"UD_Italian-ParlaMint"
"delta_Intercept26",0.596153088545961,0.0375479965453116,0.522526581313769,0.67176681838926,"UD_Italian-ParlaMint"
"upperAsymptote_Intercept27",0.94368357922635,0.00546841331995023,0.933488328523126,0.954766799866987,"UD_Galician-TreeGal"
"lowerAsymptote_Intercept27",0.437374016509893,0.00353033347219459,0.430498272261474,0.444049685670157,"UD_Galician-TreeGal"
"growthRate_Intercept27",0.000616211303106954,2.87800807307779e-05,0.000558907846882909,0.000671444599163153,"UD_Galician-TreeGal"
"delta_Intercept27",0.44002142540263,0.0105113790890079,0.419219692132891,0.460750936820958,"UD_Galician-TreeGal"
"upperAsymptote_Intercept28",0.885583261974064,0.00231933606786545,0.88132714974088,0.89029661483868,"UD_Wolof-WTB"
"lowerAsymptote_Intercept28",0.411547035131063,0.00745888479540953,0.396830470650128,0.426533749248326,"UD_Wolof-WTB"
"growthRate_Intercept28",0.000988956665207113,4.11416552665729e-05,0.000909866818808415,0.00107311565392792,"UD_Wolof-WTB"
"delta_Intercept28",0.530915570705293,0.0177761585037019,0.497310153517817,0.567131783748249,"UD_Wolof-WTB"
"upperAsymptote_Intercept29",0.937230040007507,0.000773030498201613,0.935754817212893,0.938779081501491,"UD_Romanian-Nonstandard"
"lowerAsymptote_Intercept29",0.330414809646877,0.00508278375741739,0.320639870821447,0.340309173981517,"UD_Romanian-Nonstandard"
"growthRate_Intercept29",0.000689065902028529,1.82077813727314e-05,0.00065376479896514,0.000725353891729245,"UD_Romanian-Nonstandard"
"delta_Intercept29",0.36974788895467,0.00455160907018141,0.360829965103295,0.378641622361137,"UD_Romanian-Nonstandard"
"upperAsymptote_Intercept30",0.943438230106369,0.000783974563741561,0.941931058882516,0.944993139756287,"UD_Swedish-Talbanken"
"lowerAsymptote_Intercept30",0.320649176033774,0.00409344869107602,0.312647636575997,0.328677951238005,"UD_Swedish-Talbanken"
"growthRate_Intercept30",0.00109341047099752,2.40562107382938e-05,0.00104811313753724,0.001142097642909,"UD_Swedish-Talbanken"
"delta_Intercept30",0.373523114703917,0.00440227519836106,0.364851661835186,0.38214288510947,"UD_Swedish-Talbanken"
"upperAsymptote_Intercept31",0.941880189559372,0.000524715656960078,0.940849247795579,0.942923027677411,"UD_English-GUM"
"lowerAsymptote_Intercept31",0.347660868265379,0.00293741173628545,0.341966417689924,0.35334117376417,"UD_English-GUM"
"growthRate_Intercept31",0.000908590171508834,1.58082622735051e-05,0.000878123745223323,0.000939786377269016,"UD_English-GUM"
"delta_Intercept31",0.329174135203577,0.00258103127228545,0.324111549043893,0.334242002288931,"UD_English-GUM"
"upperAsymptote_Intercept32",0.951184030763216,0.0155830957680014,0.923850235893403,0.961242798530924,"UD_Polish-LFG"
