"","Select_size.x","Select_size.predicted","Select_size.std.error","Select_size.conf.low","Select_size.conf.high","Select_size.group","upperAsymptote","lowerAsymptote","growthRate","delta","Growth_Rate","Treebank"
"1547",3280,0.814015836750354,0.000794687275920472,0.81242556521932,0.815633003522798,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.36906629044519e-05,"UD_Galician-TreeGal"
"1548",3290,0.81425232919156,0.000793702575133725,0.812663476164493,0.815870237276868,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.36071468879839e-05,"UD_Galician-TreeGal"
"1549",3300,0.814488663717129,0.000793476949425491,0.812900073300411,0.816108395613987,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.35241200725206e-05,"UD_Galician-TreeGal"
"1550",3310,0.814722963389476,0.000793626924210917,0.813136099065091,0.816341139019171,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.34415782871168e-05,"UD_Galician-TreeGal"
"1551",3320,0.814956631800731,0.000793059116433044,0.813370406705754,0.816572811415508,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.33595174081067e-05,"UD_Galician-TreeGal"
"1552",3330,0.81519013297894,0.000792173137527267,0.81360281893693,0.81680440073644,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.32779333584328e-05,"UD_Galician-TreeGal"
"1553",3340,0.815422532866147,0.000791958890878591,0.813835067138887,0.817031823895964,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.31968221069857e-05,"UD_Galician-TreeGal"
"1554",3350,0.815653034171283,0.000791895437147921,0.81406756410835,0.817260718409129,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.31161796679558e-05,"UD_Galician-TreeGal"
"1555",3360,0.815883755432031,0.000792010284136913,0.814298400898948,0.817489698679381,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.30360021001955e-05,"UD_Galician-TreeGal"
"1556",3370,0.816113837587799,0.000791371537794356,0.814528337323519,0.817716469532602,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.29562855065923e-05,"UD_Galician-TreeGal"
"1557",3380,0.816343624237295,0.000790860965023554,0.814756538489805,0.81794588952802,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.28770260334526e-05,"UD_Galician-TreeGal"
"1558",3390,0.816571425445731,0.000790980001685898,0.814984899668846,0.818172939271185,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.27982198698959e-05,"UD_Galician-TreeGal"
"1559",3400,0.816798726749464,0.00079066286464911,0.815211679144427,0.818399943798866,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.27198632472593e-05,"UD_Galician-TreeGal"
"1560",3410,0.817025236584599,0.000790433735258215,0.815437190419737,0.818625000442908,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.26419524385113e-05,"UD_Galician-TreeGal"
"1561",3420,0.817251487699991,0.000789696777172944,0.815663637751672,0.818849052777389,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.25644837576761e-05,"UD_Galician-TreeGal"
"1562",3430,0.817477162864083,0.000787919655897175,0.81588724916025,0.819072270025648,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.24874535592672e-05,"UD_Galician-TreeGal"
"1563",3440,0.817700538673378,0.000787353580952639,0.81611012146492,0.819294973972071,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.24108582377305e-05,"UD_Galician-TreeGal"
"1564",3450,0.817923997742194,0.000786259742900958,0.816336651299995,0.81951704134083,"Select_size",0.94368357922635,0.437374016509893,0.000616211303106954,0.44002142540263,2.23346942268966e-05,"UD_Galician-TreeGal"
